district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร,10530,100306,1003,10,Khu Fang Nuea, Nong Chok,Bangkok
โคกแฝด,หนองจอก,กรุงเทพมหานคร,10530,100305,1003,10,Khok Faet, Nong Chok,Bangkok
ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร,10530,100308,1003,10,Lam Toiting, Nong Chok,Bangkok
ลำผักชี,หนองจอก,กรุงเทพมหานคร,10530,100307,1003,10,Lam Phak Chi, Nong Chok,Bangkok
หนองจอก,หนองจอก,กรุงเทพมหานคร,10530,100302,1003,10,Nong Chok, Nong Chok,Bangkok
ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,10210,100504,1041,10,Talat Bang Khen,Lak Si,Bangkok
ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10210,100507,1041,10,Thung Song Hong,Lak Si,Bangkok
บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,10310,101702,1017,10,Bang Kapi,Huai Khwang,Bangkok
สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310,101704,1017,10,Samsen Nok,Huai Khwang,Bangkok
ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,10310,101701,1017,10,Huai Khwang,Huai Khwang,Bangkok
กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710115,7111,71,Klondo,Dan Makham Tia,Kanchanaburi
จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710114,7111,71,Chorakhe Phueak,Dan Makham Tia,Kanchanaburi
ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710112,7111,71,Dan Makham Tia,Dan Makham Tia,Kanchanaburi
หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,71260,711104,7111,71,Nong Phai,Dan Makham Tia,Kanchanaburi
ชะแล,ทองผาภูมิ,กาญจนบุรี,71180,710705,7107,71,Chalae,Pha Phum,Kanchanaburi
ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,71180,710701,7107,71,Tha Khanun,Pha Phum,Kanchanaburi
ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,71180,710702,7107,71,Pilok,Pha Phum,Kanchanaburi
ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,71180,710704,7107,71,Linthin,Pha Phum,Kanchanaburi
สหกรณ์นิคม,ทองผาภูมิ,กาญจนบุรี,71180,710707,7107,71,Sahakon Nikhom,Pha Phum,Kanchanaburi
ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,71180,710706,7107,71,Huai Khayeng,Pha Phum,Kanchanaburi
หินดาด,ทองผาภูมิ,กาญจนบุรี,71180,710703,7107,71,Hin Dat,Pha Phum,Kanchanaburi
เขาน้อย,ท่าม่วง,กาญจนบุรี,71110,710607,7106,71,Khao Noi,Tha Muang,Kanchanaburi
ท่าตะคร้อ,ท่าม่วง,กาญจนบุรี,71130,710611,7106,71,Tha Takhro,Tha Muang,Kanchanaburi
ท่าม่วง,ท่าม่วง,กาญจนบุรี,71110,710601,7106,71,Tha Muang,Tha Muang,Kanchanaburi
ท่าล้อ,ท่าม่วง,กาญจนบุรี,71000,710604,7106,71,Tha Lo,Tha Muang,Kanchanaburi
ทุ่งทอง,ท่าม่วง,กาญจนบุรี,71110,710606,7106,71,Thung Thong,Tha Muang,Kanchanaburi
บ้านใหม่,ท่าม่วง,กาญจนบุรี,71110,710609,7106,71,Ban Mai,Tha Muang,Kanchanaburi
พังตรุ,ท่าม่วง,กาญจนบุรี,71110,710610,7106,71,Phang Tru,Tha Muang,Kanchanaburi
ม่วงชุม,ท่าม่วง,กาญจนบุรี,71110,710608,7106,71,Muang Chum,Tha Muang,Kanchanaburi
รางสาลี่,ท่าม่วง,กาญจนบุรี,71110,710612,7106,71,Rang Sali,Tha Muang,Kanchanaburi
วังขนาย,ท่าม่วง,กาญจนบุรี,71110,710602,7106,71,Wang Khanai,Tha Muang,Kanchanaburi
วังศาลา,ท่าม่วง,กาญจนบุรี,71110,710603,7106,71,Wang Sala,Tha Muang,Kanchanaburi
หนองขาว,ท่าม่วง,กาญจนบุรี,71110,710605,7106,71,Nong Khao,Tha Muang,Kanchanaburi
หนองตากยา,ท่าม่วง,กาญจนบุรี,71110,710613,7106,71,Nong Tak Ya,Tha Muang,Kanchanaburi
เขาสามสิบหาบ,ท่ามะกา,กาญจนบุรี,71120,710511,7105,71,Khao Samsip Hap,Tha Maka,Kanchanaburi
โคกตะบอง,ท่ามะกา,กาญจนบุรี,71120,710508,7105,71,Khok Tabong,Tha Maka,Kanchanaburi
ดอนขมิ้น,ท่ามะกา,กาญจนบุรี,71120,710509,7105,71,Don Khamin,Tha Maka,Kanchanaburi
ดอนชะเอม,ท่ามะกา,กาญจนบุรี,71130,710503,7105,71,Don Cha-em,Tha Maka,Kanchanaburi
ตะคร้ำเอน,ท่ามะกา,กาญจนบุรี,71130,710505,7105,71,Takhram En,Tha Maka,Kanchanaburi
ท่ามะกา,ท่ามะกา,กาญจนบุรี,71120,710506,7105,71,Tha Maka,Tha Maka,Kanchanaburi
ท่าไม้,ท่ามะกา,กาญจนบุรี,71120,710504,7105,71,Tha Mai,Tha Maka,Kanchanaburi
ท่าเรือ,ท่ามะกา,กาญจนบุรี,71130,710507,7105,71,Tha Ruea,Tha Maka,Kanchanaburi
ท่าเสา,ท่ามะกา,กาญจนบุรี,71120,710202,7105,71,Tha Sao,Tha Maka,Kanchanaburi
พงตึก,ท่ามะกา,กาญจนบุรี,71120,710501,7105,71,Phong Tuek,Tha Maka,Kanchanaburi
พระแท่น,ท่ามะกา,กาญจนบุรี,71130,710512,7105,71,Phra Thaen,Tha Maka,Kanchanaburi
ยางม่วง,ท่ามะกา,กาญจนบุรี,71120,710502,7105,71,Yang Muang,Tha Maka,Kanchanaburi
สนามแย้,ท่ามะกา,กาญจนบุรี,70190,710515,7105,71,Sanam Yae,Tha Maka,Kanchanaburi
แสนตอ,ท่ามะกา,กาญจนบุรี,71130,710514,7105,71,Saen To,Tha Maka,Kanchanaburi
หนองลาน,ท่ามะกา,กาญจนบุรี,71130,710517,7105,71,Nong Lan,Tha Maka,Kanchanaburi
หวายเหนียว,ท่ามะกา,กาญจนบุรี,71120,710513,7105,71,Wai Niao,Tha Maka,Kanchanaburi
อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,71130,710510,7105,71,Ulok Si Muen,Tha Maka,Kanchanaburi
ท่าเสา,ไทรโยค,กาญจนบุรี,71150,710202,7102,71,Tha Sao,Sai Yok,Kanchanaburi
ไทรโยค,ไทรโยค,กาญจนบุรี,71150,710204,7102,71,Sai Yok,Sai Yok,Kanchanaburi
บ้องตี้,ไทรโยค,กาญจนบุรี,71150,710207,7102,71,Bongti,Sai Yok,Kanchanaburi
ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,71150,710201,7102,71,Lum Sum,Sai Yok,Kanchanaburi
วังกระแจะ,ไทรโยค,กาญจนบุรี,71150,710205,7102,71,Wang Krachae,Sai Yok,Kanchanaburi
ศรีมงคล,ไทรโยค,กาญจนบุรี,71150,710206,7102,71,Si Mongkhon,Sai Yok,Kanchanaburi
สิงห์,ไทรโยค,กาญจนบุรี,71150,710203,7102,71,Sing,Sai Yok,Kanchanaburi
ช่องด่าน,บ่อพลอย,กาญจนบุรี,71160,710308,7103,71,Chong Dan,Bo Phloi,Kanchanaburi
บ่อพลอย,บ่อพลอย,กาญจนบุรี,71160,710301,7103,71,Bo Phloi,Bo Phloi,Kanchanaburi
หนองกร่าง,บ่อพลอย,กาญจนบุรี,71220,710309,7103,71,Nong Krang,Bo Phloi,Kanchanaburi
หนองกุ่ม,บ่อพลอย,กาญจนบุรี,71160,710302,7103,71,Nong Kum,Bo Phloi,Kanchanaburi
หนองรี,บ่อพลอย,กาญจนบุรี,71220,710303,7103,71,Nong Ri,Bo Phloi,Kanchanaburi
หลุมรัง,บ่อพลอย,กาญจนบุรี,71160,710305,7103,71,Lum Rang,Bo Phloi,Kanchanaburi
ดอนเจดีย์,พนมทวน,กาญจนบุรี,71140,710904,7109,71,Don Chedi,Phanom Thuan,Kanchanaburi
ดอนตาเพชร,พนมทวน,กาญจนบุรี,71140,710912,7109,71,Don Ta Phet,Phanom Thuan,Kanchanaburi
ทุ่งสมอ,พนมทวน,กาญจนบุรี,71140,710903,7109,71,Thung Samo,Phanom Thuan,Kanchanaburi
พนมทวน,พนมทวน,กาญจนบุรี,71140,710901,7109,71,Phanom Thuan,Phanom Thuan,Kanchanaburi
พังตรุ,พนมทวน,กาญจนบุรี,71140,710610,7109,71,Phang Tru,Phanom Thuan,Kanchanaburi
รางหวาย,พนมทวน,กาญจนบุรี,71170,710906,7109,71,Rang Wai,Phanom Thuan,Kanchanaburi
หนองโรง,พนมทวน,กาญจนบุรี,71140,710902,7109,71,Nong Rong,Phanom Thuan,Kanchanaburi
หนองสาหร่าย,พนมทวน,กาญจนบุรี,71140,710911,7109,71,Nong Sarai,Phanom Thuan,Kanchanaburi
เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,71000,710111,7101,71,Ko Samrong,Mueang Kanchanaburi,Kanchanaburi
แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,71000,710105,7101,71,Kaeng Sian,Mueang Kanchanaburi,Kanchanaburi
ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,71190,710109,7101,71,Chong Sadao,Mueang Kanchanaburi,Kanchanaburi
ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,71000,710104,7101,71,Tha Makham,Mueang Kanchanaburi,Kanchanaburi
บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,71000,710113,7101,71,Ban Kao,Mueang Kanchanaburi,Kanchanaburi
บ้านใต้,เมืองกาญจนบุรี,กาญจนบุรี,71000,710102,7101,71,Ban Tai,Mueang Kanchanaburi,Kanchanaburi
บ้านเหนือ,เมืองกาญจนบุรี,กาญจนบุรี,71000,710101,7101,71,Ban Nuea,Mueang Kanchanaburi,Kanchanaburi
ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,71000,710103,7101,71,Pak Phraek,Mueang Kanchanaburi,Kanchanaburi
ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,71190,710107,7101,71,Lat Ya,Mueang Kanchanaburi,Kanchanaburi
วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,71190,710108,7101,71,Wang Dong,Mueang Kanchanaburi,Kanchanaburi
วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,71000,710116,7101,71,Wang Yen,Mueang Kanchanaburi,Kanchanaburi
หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,71190,710106,7101,71,Nong Bua,Mueang Kanchanaburi,Kanchanaburi
หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,71000,710110,7101,71,Nong Ya,Mueang Kanchanaburi,Kanchanaburi
ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,71210,711006,7110,71,Thung Krabam,Lao Khwan,Kanchanaburi
เลาขวัญ,เลาขวัญ,กาญจนบุรี,71210,711001,7110,71,Lao Khwan,Lao Khwan,Kanchanaburi
หนองนกแก้ว,เลาขวัญ,กาญจนบุรี,71210,711005,7110,71,Nong Nok Kaeo,Lao Khwan,Kanchanaburi
หนองประดู่,เลาขวัญ,กาญจนบุรี,71210,711003,7110,71,Nong Pradu,Lao Khwan,Kanchanaburi
หนองปลิง,เลาขวัญ,กาญจนบุรี,71210,711004,7110,71,Nong Pling,Lao Khwan,Kanchanaburi
หนองฝ้าย,เลาขวัญ,กาญจนบุรี,71210,711007,7110,71,Nong Fai,Lao Khwan,Kanchanaburi
หนองโสน,เลาขวัญ,กาญจนบุรี,71210,711002,7110,71,Nong Sano,Lao Khwan,Kanchanaburi
เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,71220,710405,7104,71,Khao Chot,Si Sawat,Kanchanaburi
ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,71250,710402,7104,71,Dan Mae Chalaep,Si Sawat,Kanchanaburi
ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,71250,710404,7104,71,Tha Kradan,Si Sawat,Kanchanaburi
นาสวน,ศรีสวัสดิ์,กาญจนบุรี,71250,710401,7104,71,Na Suan,Si Sawat,Kanchanaburi
แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,71250,710406,7104,71,Mae Krabung,Si Sawat,Kanchanaburi
หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,71250,710403,7104,71,Nong Pet,Si Sawat,Kanchanaburi
ปรังเผล,สังขละบุรี,กาญจนบุรี,71240,710802,7108,71,Prangphle,Sangkhla Buri,Kanchanaburi
ไล่โว่,สังขละบุรี,กาญจนบุรี,71240,710803,7108,71,Lai Wo,Sangkhla Buri,Kanchanaburi
หนองลู,สังขละบุรี,กาญจนบุรี,71240,710801,7108,71,Nong Lu,Sangkhla Buri,Kanchanaburi
สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,71220,710307,7112,71,Somdet Charoen,Nong Prue,Kanchanaburi
หนองปรือ,หนองปรือ,กาญจนบุรี,71220,710304,7112,71,Nong Prue,Nong Prue,Kanchanaburi
